event_time,area,source_table,PRD_SRL_NO,PRD_CD,CMP_EQ_ID,STRG_CD,SLOT_NM,delta,wip
2026-03-11 17:20:06.203,BUFFER,strg_buf_out,PRD2000-260311026-0001,PRD2000,EQ05,SR04,0,-1,46
2026-03-11 18:17:23.507,BUFFER,strg_buf_in,PRD1000-260311027-0002,PRD1000,EQ05,SR03,1,1,47
2026-03-11 18:24:26.532,BUFFER,strg_buf_in,PRD1000-260311027-0001,PRD1000,EQ05,SR03,1,1,48
2026-03-11 18:34:02.209,BUFFER,strg_buf_in,PRD3001-260311029-0001,PRD3001,EQ05,SR03,1,1,49
2026-03-11 18:35:03.728,BUFFER,strg_buf_in,PRD1000-260311031-0002,PRD1000,EQ05,SR03,2,1,50
2026-03-11 18:36:00.920,BUFFER,strg_buf_in,PRD3002-260311030-0001,PRD3002,EQ05,SR03,4,1,51
2026-03-11 18:36:54.637,BUFFER,strg_buf_out,PRD1000-260311027-0001,PRD1000,EQ05,SR04,0,-1,50
2026-03-11 18:37:06.709,BUFFER,strg_buf_out,PRD1000-260311031-0002,PRD1000,EQ05,SR04,0,-1,49
2026-03-11 18:41:12.738,BUFFER,strg_buf_in,PRD2000-260311028-0001,PRD2000,EQ05,SR03,2,1,50
2026-03-11 18:42:10.072,BUFFER,strg_buf_in,PRD3001-260311029-0002,PRD3001,EQ05,SR03,5,1,51
2026-03-11 18:43:13.683,BUFFER,strg_buf_out,PRD2000-260311028-0001,PRD2000,EQ05,SR04,0,-1,50
2026-03-11 18:47:11.264,BUFFER,strg_buf_in,PRD2000-260311032-0002,PRD2000,EQ05,SR03,2,1,51
2026-03-11 18:48:47.812,BUFFER,strg_buf_out,PRD2000-260311032-0002,PRD2000,EQ05,SR04,0,-1,50
2026-03-11 18:52:46.187,BUFFER,strg_buf_in,PRD1000-260311031-0001,PRD1000,EQ05,SR03,2,1,51
2026-03-11 18:53:52.917,BUFFER,strg_buf_out,PRD1000-260311031-0001,PRD1000,EQ05,SR04,0,-1,50
2026-03-11 19:15:21.635,BUFFER,strg_buf_out,PRD2000-260311024-0001,PRD2000,EQ05,SR04,0,-1,49
2026-03-12 15:58:09.060,BUFFER,strg_buf_in,PRD2000-260312002-0001,PRD2000,EQ05,SR03,1,1,50
2026-03-12 16:23:16.416,BUFFER,strg_buf_in,PRD3001-260312005-0001,PRD3001,EQ05,SR03,2,1,51
2026-03-12 16:29:21.245,BUFFER,strg_buf_in,PRD3002-260312006-0002,PRD3002,EQ05,SR03,3,1,52
2026-03-12 16:35:34.802,BUFFER,strg_buf_in,PRD3002-260312006-0001,PRD3002,EQ05,SR03,4,1,53
2026-03-12 16:53:34.200,BUFFER,strg_buf_in,PRD1000-260312003-0002,PRD1000,EQ05,SR03,1,1,54
2026-03-12 16:59:20.054,BUFFER,strg_buf_in,PRD1000-260312003-0001,PRD1000,EQ05,SR03,1,1,55
2026-03-12 17:05:51.576,BUFFER,strg_buf_in,PRD1000-260312008-0001,PRD1000,EQ05,SR03,1,1,56
2026-03-12 17:11:25.932,BUFFER,strg_buf_in,PRD2000-260312004-0001,PRD2000,EQ05,SR03,1,1,57
2026-03-12 17:16:34.356,BUFFER,strg_buf_in,PRD2000-260312004-0002,PRD2000,EQ05,SR03,1,1,58
2026-03-12 17:22:35.357,BUFFER,strg_buf_in,PRD3002-260312009-0001,PRD3002,EQ05,SR03,1,1,59
2026-03-12 17:28:32.129,BUFFER,strg_buf_out,PRD3002-260312009-0001,PRD3002,EQ05,SR04,0,-1,58
2026-03-12 17:28:43.003,BUFFER,strg_buf_out,PRD3001-260312005-0001,PRD3001,EQ05,SR04,0,-1,57
2026-03-16 12:09:26.026,BUFFER,strg_buf_in,PRD2000-260316002-0001,PRD2000,EQ05,SR03,8,1,58
2026-03-16 12:17:26.909,BUFFER,strg_buf_in,PRD2000-260316001-0001,PRD2000,EQ05,SR03,1,1,59
2026-03-16 16:03:24.764,BUFFER,strg_buf_out,PRD2000-260316002-0001,PRD2000,EQ05,SR04,0,-1,58
2026-03-16 16:39:03.055,BUFFER,strg_buf_in,PRD2000-260316005-0001,PRD2000,EQ05,SR03,1,1,59
2026-03-25 16:51:54.478,BUFFER,strg_buf_in,PRD2000-260325005-0001,PRD2000,EQ05,SR03,1,1,60
2026-03-25 16:56:09.353,BUFFER,strg_buf_in,PRD1000-260325004-0001,PRD1000,EQ05,SR03,2,1,61
2026-03-25 16:57:21.699,BUFFER,strg_buf_out,PRD1000-260325004-0001,PRD1000,EQ05,SR04,0,-1,60
2026-03-30 16:43:34.936,BUFFER,strg_buf_in,PRD3002-260330002-0002,PRD3002,EQ05,SR03,1,1,61
2026-03-30 16:48:44.660,BUFFER,strg_buf_in,PRD3002-260330002-0001,PRD3002,EQ05,SR03,2,1,62
2026-03-30 16:57:51.035,BUFFER,strg_buf_in,PRD1000-260330001-0001,PRD1000,EQ05,SR03,3,1,63
2026-03-30 17:01:42.991,BUFFER,strg_buf_in,PRD1000-260330001-0002,PRD1000,EQ05,SR03,4,1,64
2026-03-30 17:03:56.803,BUFFER,strg_buf_in,PRD3001-260330003-0003,PRD3001,EQ05,SR03,5,1,65
2026-03-30 17:06:10.680,BUFFER,strg_buf_in,PRD2000-260330004-0001,PRD2000,EQ05,SR03,6,1,66
2026-03-30 17:09:04.265,BUFFER,strg_buf_in,PRD3001-260330003-0001,PRD3001,EQ05,SR03,7,1,67
2026-03-30 17:17:25.639,BUFFER,strg_buf_in,PRD2000-260330004-0002,PRD2000,EQ05,SR03,8,1,68
2026-03-30 17:22:03.403,BUFFER,strg_buf_in,PRD3001-260330003-0002,PRD3001,EQ05,SR03,9,1,69
2026-03-30 18:05:04.387,BUFFER,strg_buf_in,PRD2000-260330006-0001,PRD2000,EQ05,SR03,1,1,70
2026-03-30 18:05:59.483,BUFFER,strg_buf_in,PRD3001-260330007-0001,PRD3001,EQ05,SR03,2,1,71
2026-03-30 18:09:33.002,BUFFER,strg_buf_in,PRD1000-260330005-0001,PRD1000,EQ05,SR03,3,1,72
2026-03-30 19:55:41.311,BUFFER,strg_buf_in,PRD3001-260330008-0001,PRD3001,EQ05,SR03,1,1,73
2026-03-31 17:16:01.270,BUFFER,strg_buf_in,PRD2000-260331010-0001,PRD2000,EQ05,SR03,1,1,74
2026-04-07 17:25:28.361,BUFFER,strg_buf_in,PRD3001-260407007-0001,PRD3001,EQ05,SR03,3,1,75
2026-04-07 17:30:44.459,BUFFER,strg_buf_in,PRD3001-260407008-0001,PRD3001,EQ05,SR03,2,1,76
2026-04-14 16:27:54.546,BUFFER,strg_buf_in,PRD1000-260414002-0001,PRD1000,EQ05,SR03,1,1,77
2026-04-14 16:33:11.433,BUFFER,strg_buf_in,PRD3001-260414003-0001,PRD3001,EQ05,SR03,2,1,78
2026-04-14 16:59:10.981,BUFFER,strg_buf_in,PRD3001-260414004-0001,PRD3001,EQ05,SR03,3,1,79
2026-04-14 17:28:06.782,BUFFER,strg_buf_in,PRD1000-260414005-0001,PRD1000,EQ05,SR03,4,1,80
2026-04-14 17:49:24.990,BUFFER,strg_buf_in,PRD1000-260414008-0001,PRD1000,EQ05,SR03,5,1,81
2026-04-14 22:37:08.754,BUFFER,strg_buf_out,PRD1000-260414002-0001,PRD1000,EQ05,SR04,0,-1,80
2026-04-16 14:36:49.567,BUFFER,strg_buf_in,PRD1000-260416001-0001,PRD1000,EQ05,SR03,1,1,81
2026-04-16 14:46:03.343,BUFFER,strg_buf_in,PRD2000-260416002-0001,PRD2000,EQ05,SR03,2,1,82
2026-04-16 14:51:47.248,BUFFER,strg_buf_in,PRD1000-260416003-0001,PRD1000,EQ05,SR03,3,1,83
2026-04-16 14:58:56.338,BUFFER,strg_buf_in,PRD2000-260416004-0001,PRD2000,EQ05,SR03,4,1,84
2026-04-16 15:06:13.621,BUFFER,strg_buf_in,PRD1000-260416005-0002,PRD1000,EQ05,SR03,5,1,85
2026-04-16 15:10:46.649,BUFFER,strg_buf_in,PRD1000-260416005-0001,PRD1000,EQ05,SR03,6,1,86
2026-04-28 16:24:05.959,BUFFER,strg_buf_in,PRD1000-260428002-0001,PRD1000,EQ05,SR03,1,1,87
2026-04-30 14:11:07.044,BUFFER,strg_buf_in,PRD1000-260430001-0002,PRD1000,EQ05,SR03,1,1,88
2026-04-30 14:18:21.085,BUFFER,strg_buf_in,PRD1000-260430001-0001,PRD1000,EQ05,SR03,2,1,89
2026-04-30 14:23:09.659,BUFFER,strg_buf_in,PRD1000-260430001-0003,PRD1000,EQ05,SR03,3,1,90
2026-04-30 14:27:14.348,BUFFER,strg_buf_in,PRD1000-260430002-0002,PRD1000,EQ05,SR03,4,1,91
2026-04-30 14:32:14.178,BUFFER,strg_buf_in,PRD1000-260430002-0001,PRD1000,EQ05,SR03,5,1,92
2026-05-04 12:17:18.020,BUFFER,strg_buf_in,PRD1000-260504001-0001,PRD1000,EQ05,SR03,1,1,93
2026-05-04 17:51:57.472,BUFFER,strg_buf_in,PRD1000-260504002-0001,PRD1000,EQ05,SR03,1,1,94
2026-02-12 19:46:21.944,FINISHED_STORAGE,strg_fns_in,PRD3002-260212015-0001,PRD3002,EQ15,SR07,7,1,1
2026-02-12 19:46:23.000,FINISHED_STORAGE,strg_fns_out,PRD3002-260212015-0001,PRD3002,EQ15,SR08,7,-1,0
2026-02-12 20:12:37.418,FINISHED_STORAGE,strg_fns_in,PRD3002-260212016-0001,PRD3002,EQ15,SR07,8,1,1
2026-02-12 20:12:38.362,FINISHED_STORAGE,strg_fns_out,PRD3002-260212016-0001,PRD3002,EQ15,SR08,8,-1,0
2026-02-25 11:11:57.160,FINISHED_STORAGE,strg_fns_in,PRD3001-260225001-0001,PRD3001,EQ15,SR07,1,1,1
2026-02-25 11:11:59.184,FINISHED_STORAGE,strg_fns_out,PRD3001-260225001-0001,PRD3001,EQ15,SR08,1,-1,0
2026-02-25 20:49:31.814,FINISHED_STORAGE,strg_fns_in,PRD3001-260225004-0001,PRD3001,EQ15,SR07,3,1,1
2026-02-25 20:49:32.749,FINISHED_STORAGE,strg_fns_out,PRD3001-260225004-0001,PRD3001,EQ15,SR08,3,-1,0
2026-03-05 22:19:14.342,FINISHED_STORAGE,strg_fns_in,PRD3001-260305002-0001,PRD3001,EQ15,SR07,1,1,1
2026-03-05 22:19:15.402,FINISHED_STORAGE,strg_fns_out,PRD3001-260305002-0001,PRD3001,EQ15,SR08,1,-1,0
2026-03-06 17:37:15.465,FINISHED_STORAGE,strg_fns_in,PRD3002-260306002-0001,PRD3002,EQ15,SR07,1,1,1
2026-03-06 17:37:16.414,FINISHED_STORAGE,strg_fns_out,PRD3002-260306002-0001,PRD3002,EQ15,SR08,1,-1,0
2026-03-06 17:51:25.176,FINISHED_STORAGE,strg_fns_in,PRD3001-260306003-0001,PRD3001,EQ15,SR07,1,1,1
2026-03-06 17:51:26.242,FINISHED_STORAGE,strg_fns_out,PRD3001-260306003-0001,PRD3001,EQ15,SR08,1,-1,0
2026-03-11 13:30:01.363,FINISHED_STORAGE,strg_fns_in,PRD3001-260311012-0001,PRD3001,EQ15,SR07,1,1,1
2026-03-11 13:30:02.421,FINISHED_STORAGE,strg_fns_out,PRD3001-260311012-0001,PRD3001,EQ15,SR08,1,-1,0
2026-03-11 13:35:17.953,FINISHED_STORAGE,strg_fns_in,PRD3002-260311005-0001,PRD3002,EQ15,SR07,2,1,1
2026-03-11 13:35:19.011,FINISHED_STORAGE,strg_fns_out,PRD3002-260311005-0001,PRD3002,EQ15,SR08,2,-1,0
2026-03-11 14:43:19.678,FINISHED_STORAGE,strg_fns_in,PRD3001-260311017-0001,PRD3001,EQ15,SR07,3,1,1
2026-03-11 14:43:20.751,FINISHED_STORAGE,strg_fns_out,PRD3001-260311017-0001,PRD3001,EQ15,SR08,3,-1,0
2026-03-11 14:48:26.216,FINISHED_STORAGE,strg_fns_in,PRD3001-260311015-0001,PRD3001,EQ15,SR07,4,1,1
2026-03-11 14:48:27.169,FINISHED_STORAGE,strg_fns_out,PRD3001-260311015-0001,PRD3001,EQ15,SR08,4,-1,0
2026-03-11 14:55:40.723,FINISHED_STORAGE,strg_fns_in,PRD3002-260311004-0001,PRD3002,EQ15,SR07,5,1,1
2026-03-11 14:55:41.683,FINISHED_STORAGE,strg_fns_out,PRD3002-260311004-0001,PRD3002,EQ15,SR08,5,-1,0
2026-03-11 15:00:38.947,FINISHED_STORAGE,strg_fns_in,PRD3001-260311003-0002,PRD3001,EQ15,SR07,6,1,1
2026-03-11 15:00:40.011,FINISHED_STORAGE,strg_fns_out,PRD3001-260311003-0002,PRD3001,EQ15,SR08,6,-1,0
2026-03-11 17:05:38.159,FINISHED_STORAGE,strg_fns_in,PRD1000-260311025-0001,PRD1000,EQ15,SR07,4,1,1
2026-03-11 17:05:39.223,FINISHED_STORAGE,strg_fns_out,PRD1000-260311025-0001,PRD1000,EQ15,SR08,4,-1,0
2026-03-11 17:13:52.288,FINISHED_STORAGE,strg_fns_in,PRD2000-260311019-0002,PRD2000,EQ15,SR07,2,1,1
2026-03-11 17:13:53.349,FINISHED_STORAGE,strg_fns_out,PRD2000-260311019-0002,PRD2000,EQ15,SR08,2,-1,0
2026-03-11 17:19:27.335,FINISHED_STORAGE,strg_fns_in,PRD1000-260311023-0001,PRD1000,EQ15,SR07,5,1,1
2026-03-11 17:19:28.396,FINISHED_STORAGE,strg_fns_out,PRD1000-260311023-0001,PRD1000,EQ15,SR08,5,-1,0
2026-03-11 17:24:36.049,FINISHED_STORAGE,strg_fns_in,PRD2000-260311026-0001,PRD2000,EQ15,SR07,3,1,1
2026-03-11 17:24:37.004,FINISHED_STORAGE,strg_fns_out,PRD2000-260311026-0001,PRD2000,EQ15,SR08,3,-1,0
2026-03-11 18:23:16.008,FINISHED_STORAGE,strg_fns_in,PRD1000-260311027-0002,PRD1000,EQ15,SR07,6,1,1
2026-03-11 18:23:17.069,FINISHED_STORAGE,strg_fns_out,PRD1000-260311027-0002,PRD1000,EQ15,SR08,6,-1,0
2026-03-11 18:30:30.238,FINISHED_STORAGE,strg_fns_in,PRD1000-260311027-0001,PRD1000,EQ15,SR07,7,1,1
2026-03-11 18:30:31.171,FINISHED_STORAGE,strg_fns_out,PRD1000-260311027-0001,PRD1000,EQ15,SR08,7,-1,0
2026-03-11 18:41:31.404,FINISHED_STORAGE,strg_fns_in,PRD1000-260311031-0002,PRD1000,EQ15,SR07,8,1,1
2026-03-11 18:41:32.357,FINISHED_STORAGE,strg_fns_out,PRD1000-260311031-0002,PRD1000,EQ15,SR08,8,-1,0
2026-03-11 18:47:42.788,FINISHED_STORAGE,strg_fns_in,PRD2000-260311028-0001,PRD2000,EQ15,SR07,4,1,1
2026-03-11 18:47:43.855,FINISHED_STORAGE,strg_fns_out,PRD2000-260311028-0001,PRD2000,EQ15,SR08,4,-1,0
2026-03-11 18:53:07.925,FINISHED_STORAGE,strg_fns_in,PRD2000-260311032-0002,PRD2000,EQ15,SR07,5,1,1
2026-03-11 18:53:08.991,FINISHED_STORAGE,strg_fns_out,PRD2000-260311032-0002,PRD2000,EQ15,SR08,5,-1,0
2026-03-11 19:19:34.868,FINISHED_STORAGE,strg_fns_in,PRD2000-260311024-0001,PRD2000,EQ15,SR07,6,1,1
2026-03-11 19:19:35.931,FINISHED_STORAGE,strg_fns_out,PRD2000-260311024-0001,PRD2000,EQ15,SR08,6,-1,0
2026-03-11 19:33:24.371,FINISHED_STORAGE,strg_fns_in,PRD3001-260311029-0001,PRD3001,EQ15,SR07,1,1,1
2026-03-11 19:33:25.431,FINISHED_STORAGE,strg_fns_out,PRD3001-260311029-0001,PRD3001,EQ15,SR08,1,-1,0
2026-03-12 10:22:22.828,FINISHED_STORAGE,strg_fns_in,PRD3002-260311030-0001,PRD3002,EQ15,SR07,1,1,1
2026-03-12 10:22:23.782,FINISHED_STORAGE,strg_fns_out,PRD3002-260311030-0001,PRD3002,EQ15,SR08,1,-1,0
2026-03-12 17:06:48.964,FINISHED_STORAGE,strg_fns_in,PRD2000-260312002-0001,PRD2000,EQ15,SR07,1,1,1
2026-03-12 17:06:50.034,FINISHED_STORAGE,strg_fns_out,PRD2000-260312002-0001,PRD2000,EQ15,SR08,1,-1,0
2026-03-12 17:07:41.266,FINISHED_STORAGE,strg_fns_in,PRD1000-260312003-0001,PRD1000,EQ15,SR07,2,1,1
2026-03-12 17:07:42.331,FINISHED_STORAGE,strg_fns_out,PRD1000-260312003-0001,PRD1000,EQ15,SR08,2,-1,0
2026-03-12 17:11:51.406,FINISHED_STORAGE,strg_fns_in,PRD1000-260312008-0001,PRD1000,EQ15,SR07,3,1,1
2026-03-12 17:11:52.374,FINISHED_STORAGE,strg_fns_out,PRD1000-260312008-0001,PRD1000,EQ15,SR08,3,-1,0
2026-03-12 17:17:48.898,FINISHED_STORAGE,strg_fns_in,PRD2000-260312004-0001,PRD2000,EQ15,SR07,2,1,1
2026-03-12 17:17:49.852,FINISHED_STORAGE,strg_fns_out,PRD2000-260312004-0001,PRD2000,EQ15,SR08,2,-1,0
2026-03-12 17:18:38.850,FINISHED_STORAGE,strg_fns_in,PRD1000-260312003-0002,PRD1000,EQ15,SR07,4,1,1
2026-03-12 17:18:39.900,FINISHED_STORAGE,strg_fns_out,PRD1000-260312003-0002,PRD1000,EQ15,SR08,4,-1,0
2026-03-12 17:22:54.954,FINISHED_STORAGE,strg_fns_in,PRD2000-260312004-0002,PRD2000,EQ15,SR07,3,1,1
2026-03-12 17:22:56.023,FINISHED_STORAGE,strg_fns_out,PRD2000-260312004-0002,PRD2000,EQ15,SR08,3,-1,0
2026-03-12 17:27:59.130,FINISHED_STORAGE,strg_fns_in,PRD3002-260312009-0001,PRD3002,EQ15,SR07,2,1,1
2026-03-12 17:28:00.184,FINISHED_STORAGE,strg_fns_out,PRD3002-260312009-0001,PRD3002,EQ15,SR08,2,-1,0
2026-03-12 17:33:17.110,FINISHED_STORAGE,strg_fns_in,PRD3001-260312005-0001,PRD3001,EQ15,SR07,3,1,1
2026-03-12 17:33:18.175,FINISHED_STORAGE,strg_fns_out,PRD3001-260312005-0001,PRD3001,EQ15,SR08,3,-1,0
2026-03-16 15:19:29.903,FINISHED_STORAGE,strg_fns_in,PRD2000-260316001-0001,PRD2000,EQ15,SR07,1,1,1
2026-03-16 15:19:30.965,FINISHED_STORAGE,strg_fns_out,PRD2000-260316001-0001,PRD2000,EQ15,SR08,1,-1,0
2026-03-16 16:07:49.576,FINISHED_STORAGE,strg_fns_in,PRD2000-260316002-0001,PRD2000,EQ15,SR07,3,1,1
2026-03-16 16:07:50.637,FINISHED_STORAGE,strg_fns_out,PRD2000-260316002-0001,PRD2000,EQ15,SR08,3,-1,0
2026-03-16 16:44:58.437,FINISHED_STORAGE,strg_fns_in,PRD2000-260316005-0001,PRD2000,EQ15,SR07,5,1,1
2026-03-16 16:44:59.396,FINISHED_STORAGE,strg_fns_out,PRD2000-260316005-0001,PRD2000,EQ15,SR08,5,-1,0
2026-03-25 17:01:37.218,FINISHED_STORAGE,strg_fns_in,PRD1000-260325004-0001,PRD1000,EQ15,SR07,2,1,1
2026-03-25 17:01:38.274,FINISHED_STORAGE,strg_fns_out,PRD1000-260325004-0001,PRD1000,EQ15,SR08,2,-1,0
2026-03-25 17:06:41.246,FINISHED_STORAGE,strg_fns_in,PRD2000-260325005-0001,PRD2000,EQ15,SR07,1,1,1
2026-03-25 17:06:42.219,FINISHED_STORAGE,strg_fns_out,PRD2000-260325005-0001,PRD2000,EQ15,SR08,1,-1,0
2026-04-14 17:55:25.213,FINISHED_STORAGE,strg_fns_in,PRD1000-260414002-0001,PRD1000,EQ15,SR07,1,1,1
2026-04-14 17:55:26.169,FINISHED_STORAGE,strg_fns_out,PRD1000-260414002-0001,PRD1000,EQ15,SR08,1,-1,0
2026-04-30 14:39:03.018,FINISHED_STORAGE,strg_fns_in,PRD1000-260430001-0002,PRD1000,EQ15,SR07,1,1,1
2026-04-30 14:39:04.071,FINISHED_STORAGE,strg_fns_out,PRD1000-260430001-0002,PRD1000,EQ15,SR08,1,-1,0
2026-05-04 12:23:14.965,FINISHED_STORAGE,strg_fns_in,PRD1000-260504001-0001,PRD1000,EQ15,SR07,2,1,1
2026-05-04 12:23:15.998,FINISHED_STORAGE,strg_fns_out,PRD1000-260504001-0001,PRD1000,EQ15,SR08,2,-1,0
